"","gameId","playId","ballCarrierId","ballCarrierDisplayName","playDescription","quarter","down","yardsToGo","possessionTeam","defensiveTeam","yardlineSide","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","passResult","passLength","playResult","absoluteYardlineNumber","offenseFormation","defendersInTheBox","passProbability","preSnapHomeTeamWinProbability","preSnapVisitorTeamWinProbability","homeTeamWinProbabilityAdded","visitorTeamWinProbilityAdded","expectedPoints","expectedPointsAdded","is_screen_pass","tackle_frame","rally1sec","yardline_100","pass_location","air_yards","pass_length","yards_after_catch","yac_epa","xyac_epa","xyac_mean_yardage"
"687",2022092200,1017,44841,"David Njoku","(14:11) (Shotgun) J.Brissett pass short right to D.Njoku to CLV 40 for 13 yards (J.Jones).",2,3,4,"CLE","PIT","CLE",27,"14:11",7,7,"C",5,13,37,"SHOTGUN",6,0.968315363,0.574867971,0.425132029,0.042426091,-0.042426091,0.070371481,2.352915181,0,25,3,73,"right",5,"short",8,0.633999955141917,0.180421948855164,3.77883485368511
"688",2022092200,1102,52595,"Donovan Peoples-Jones","(12:54) (Shotgun) J.Brissett pass short right to D.Peoples-Jones pushed ob at PIT 49 for 10 yards (C.Sutton).",2,3,9,"CLE","PIT","CLE",41,"12:54",7,7,"C",4,10,51,"EMPTY",6,0.990979314,0.597602002,0.402397998,0.044150151,-0.044150151,1.005387097,2.111749043,0,19,1,59,"right",4,"short",6,2.89446896337904,1.18436095878824,4.42822892672848
"689",2022092200,1126,44898,"Kareem Hunt","(12:24) (Shotgun) J.Brissett pass short right to K.Hunt to PIT 38 for 11 yards (A.Witherspoon). Fleaflicker; 27-K.Hunt to 11-D.Peoples-Jones back to 7-J.Brissett.",2,1,10,"CLE","PIT","PIT",49,"12:24",7,7,"C",-4,11,61,"SHOTGUN",6,0.650523782,0.641752154,0.358247846,0.015984334,-0.015984334,3.11713614,0.522013889,0,42,1,49,"right",2,"short",9,1.04532785015181,0.605914333800649,5.47298829445208
"690",2022092200,1208,44841,"David Njoku","(10:21) (Shotgun) J.Brissett pass short middle to D.Njoku to PIT 13 for 6 yards (C.Sutton).",2,2,9,"CLE","PIT","PIT",19,"10:21",7,7,"C",4,6,91,"SHOTGUN",5,0.813131034,0.666972306,0.333027694,-0.000616822,0.000616822,4.202582544,0.011541886,0,14,2,19,"middle",4,"short",2,0.266020336654037,0.738174604297956,4.09329050235101
"691",2022092200,1314,47849,"Diontae Johnson","(8:58) (Shotgun) M.Trubisky pass short right to D.Johnson pushed ob at PIT 33 for 8 yards (D.Ward).",2,1,10,"PIT","CLE","PIT",25,"8:58",13,7,"C",7,8,85,"SHOTGUN",6,0.538883686,0.732207008,0.267792992,-0.01786539,0.01786539,1.217102872,0.247503209,0,14,1,75,"right",7,"short",1,0.196474506286904,0.286564063204968,3.46850033014925
"692",2022092200,1638,44841,"David Njoku","(3:21) (No Huddle, Shotgun) J.Brissett pass short left to D.Njoku to CLV 37 for 19 yards (T.Edmunds; D.Bush).",2,2,4,"CLE","PIT","CLE",18,"3:21",13,14,"C",2,19,28,"EMPTY",5,0.722482204,0.563695008,0.436304992,0.014338586,-0.014338586,0.76970616,1.046231407,0,56,3,82,"left",2,"short",17,1.45286818069872,0.68739710801943,5.2524440725465
"693",2022092200,1756,44898,"Kareem Hunt","(:56) (No Huddle, Shotgun) J.Brissett pass short right to K.Hunt pushed ob at PIT 37 for 2 yards (R.Spillane).",2,2,10,"CLE","PIT","PIT",39,"0:56",13,14,"C",-5,2,71,"SHOTGUN",6,0.926346123,0.610684384,0.389315616,-0.017066527,0.017066527,2.784792992,-0.684228255,0,30,2,39,"right",-5,"short",7,0.251607777376194,1.07856267520309,10.522084742086
"694",2022092200,1785,54564,"David Bell","(:50) (Shotgun) J.Brissett pass short right to Dav.Bell to PIT 31 for 6 yards (C.Sutton).",2,3,8,"CLE","PIT","PIT",37,"0:50",13,14,"C",3,6,73,"SHOTGUN",6,0.950541556,0.593617857,0.406382143,0.004325802,-0.004325802,2.100564737,0.090875087,0,15,1,37,"right",3,"short",3,0.462085357226897,0.987624422101897,4.67367226135684
"695",2022092200,1938,52457,"Chase Claypool","(:25) (Shotgun) M.Trubisky pass deep left to C.Claypool to CLV 43 for 20 yards (J.Johnson).",2,1,10,"PIT","CLE","PIT",37,"0:25",13,14,"C",20,20,73,"EMPTY",4,0.929283202,0.481455151,0.518544849,-0.011571087,0.011571087,0.852617072,0.507001008,0,16,3,63,"left",20,"deep",0,0,0.845781027016428,4.88135166215943
"696",2022092200,2274,53453,"Najee Harris","(11:56) (Shotgun) M.Trubisky pass short left to N.Harris to CLV 46 for 9 yards (M.Emerson).",3,2,7,"PIT","CLE","PIT",45,"11:56",13,14,"C",-2,9,55,"SHOTGUN",6,0.718294382,0.421249349,0.578750651,-0.013501894,0.013501894,2.319963263,0.806362039,0,32,3,55,"left",-2,"short",11,2.17850775783882,1.37967260231674,8.81732533744071
"697",2022092200,2428,47849,"Diontae Johnson","(10:22) (Shotgun) M.Trubisky pass short right to D.Johnson ran ob at CLV 41 for 14 yards (D.Ward).",3,2,19,"PIT","CLE","PIT",45,"10:22",13,14,"C",14,14,55,"SHOTGUN",6,0.800697565,0.443564214,0.556435786,-0.02281807,0.02281807,1.745576194,0.569926802,0,17,2,55,"right",14,"short",0,0,0.489960624529509,3.00382005990832
"698",2022092200,2560,42347,"Amari Cooper","(8:51) (Shotgun) J.Brissett pass short right to A.Cooper ran ob at CLV 43 for 28 yards (M.Fitzpatrick).",3,2,9,"CLE","PIT","CLE",15,"8:51",13,14,"C",9,28,95,"EMPTY",6,0.515067458,0.51691027,0.48308973,0.090190873,-0.090190873,-0.050631083,2.591698659,0,34,2,85,"right",9,"short",19,1.48564892937429,0.395878370007593,3.7316406376558
"699",2022092200,2761,42347,"Amari Cooper","(3:48) (Shotgun) J.Brissett pass short right to A.Cooper to PIT 18 for 6 yards (A.Witherspoon).",3,2,7,"CLE","PIT","PIT",24,"3:48",13,14,"C",6,6,34,"EMPTY",6,0.659971952,0.659155712,0.340844288,0.002784647,-0.002784647,4.26752059,0.505247519,0,18,4,24,"right",6,"short",0,0,0.344369695180295,2.97515042650048
"700",2022092200,3053,42347,"Amari Cooper","(15:00) M.Dunn reported in as eligible.  J.Brissett pass deep right to A.Cooper to PIT 39 for 32 yards (C.Sutton).",4,3,1,"CLE","PIT","CLE",29,"15:00",16,14,"C",27,32,39,"SINGLEBACK",8,0.204426855,0.663093671,0.336906329,0.068598617,-0.068598617,1.037335678,2.385091485,0,18,1,71,"right",27,"deep",5,0.338272429304197,0.688585324132319,9.15198865131242
"701",2022092200,3460,44841,"David Njoku","(7:54) (Shotgun) J.Brissett pass short middle to D.Njoku to 50 for 8 yards (D.Bush).",4,2,7,"CLE","PIT","CLE",42,"7:54",23,14,"C",3,8,52,"EMPTY",5,0.514034212,0.944516426,0.055483574,0.013022976,-0.013022976,1.76950024,1.036379107,0,26,4,58,"middle",3,"short",5,1.06318429205567,0.778959205633892,5.20085037159151
"702",2022092200,3858,54517,"George Pickens","(2:23) (Shotgun) M.Trubisky pass short right to G.Pickens to CLV 21 for 5 yards (I.Rochell).",4,2,10,"PIT","CLE","CLE",26,"2:23",23,14,"C",6,5,36,"SHOTGUN",6,0.911560357,0.917653954,0.082346046,0.009796213,-0.009796213,3.457167357,0.059396665,0,44,3,26,"right",6,"short",-1,-0.0196298494120128,0.568721443317885,3.4337146008038
"703",2022092500,287,43336,"Michael Thomas","(10:20) J.Winston pass short middle to M.Thomas to CAR 33 for 8 yards (C.Henderson, C.Littleton).",1,1,10,"NO","CAR","CAR",41,"10:20",0,0,"C",5,8,51,"I_FORM",7,0.646729469,0.368615698,0.631384302,-0.021382872,0.021382872,3.536211017,0.612004047,0,38,4,41,"middle",5,"short",3,0.54068191582337,0.509893532221918,4.39202290982939
"704",2022092500,391,41292,"Jarvis Landry","(8:08) (Shotgun) J.Winston pass short right to J.Landry to CAR 42 for 9 yards (S.Thompson) [J.Horn].",1,3,20,"NO","CAR","NO",49,"8:08",0,0,"C",5,9,61,"SHOTGUN",8,0.973851979,0.419746395,0.580253605,0.023609169,-0.023609169,0.863719198,-1.219309391,0,21,5,51,"right",5,"short",4,0.152972718700767,0.581412336739169,4.72159367694985
"705",2022092500,882,43808,"Robbie  Chosen","(1:34) B.Mayfield pass short right to R.Anderson to NO 29 for 14 yards (B.Roby).",1,2,12,"CAR","NO","NO",43,"1:34",7,0,"C",14,14,67,"SINGLEBACK",7,0.780638456,0.737128314,0.262871686,0.037199095,-0.037199095,2.316065635,1.859864845,0,14,2,43,"right",14,"short",0,0,0.256142544400769,2.79304573379341
"706",2022092500,1372,54476,"Chris Olave","(9:58) (Shotgun) J.Winston pass short right to C.Olave pushed ob at NO 37 for 12 yards (C.Henderson).",2,1,20,"NO","CAR","NO",25,"9:58",10,0,"C",10,12,35,"SHOTGUN",6,0.673650205,0.757567834,0.242432166,-0.008580472,0.008580472,0.767484586,0.692699633,0,20,3,75,"right",10,"short",2,0.163194929016754,0.440865458564311,3.83111801268387
"707",2022092500,1479,52858,"Giovanni Ricci","(7:55) B.Mayfield pass short right to G.Ricci to CAR 39 for 15 yards (P.Werner).",2,2,4,"CAR","NO","CAR",24,"7:55",10,0,"C",-2,15,86,"I_FORM",7,0.372442991,0.800309386,0.199690614,0.008683499,-0.008683499,0.943116798,1.081072605,0,36,2,76,"right",-2,"short",17,2.12893953872845,1.33991874801493,8.15539687108685
"708",2022092500,1767,43336,"Michael Thomas","(2:00) (Shotgun) J.Winston pass short left to M.Thomas to NO 29 for 6 yards (M.Hartsfield).",2,3,6,"NO","CAR","NO",23,"2:00",13,0,"C",6,6,33,"SHOTGUN",6,0.972381413,0.837373704,0.162626296,-0.026150852,0.026150852,0.320528079,1.061368464,0,14,4,77,"left",6,"short",0,0,0.127607952072921,4.2085943917773
"709",2022092500,1870,54476,"Chris Olave","(:46) (Shotgun) J.Winston pass short left to C.Olave ran ob at CAR 11 for 7 yards (C.Henderson).",2,1,10,"NO","CAR","CAR",18,"0:46",13,0,"C",0,7,92,"SHOTGUN",7,0.960688472,0.782487292,0.217512708,-0.018272083,0.018272083,4.551814562,0.466895509,0,18,3,18,"left",0,"short",7,0.801579348393716,0.780843359703445,6.62671436596429
"710",2022092500,2305,54476,"Chris Olave","(10:30) (Shotgun) J.Winston pass short left to C.Olave pushed ob at CAR 39 for 6 yards (J.Chinn).",3,3,1,"NO","CAR","CAR",45,"10:30",13,0,"C",-1,6,65,"SHOTGUN",7,0.41589132,0.806685783,0.193314217,-0.001233537,0.001233537,3.322732852,0.55737751,0,21,3,45,"left",-1,"short",7,2.95334664965048,2.51757372695645,7.41487797076115
"711",2022092500,2355,46160,"Tre'Quan Smith","(9:22) (Shotgun) J.Winston pass deep right to T.Smith to CAR 18 for 23 yards (J.Chinn).",3,2,12,"NO","CAR","CAR",41,"9:22",13,0,"C",17,23,69,"SHOTGUN",6,0.81192416,0.809207112,0.190792888,-0.017379176,0.017379176,2.80077818,2.237268031,0,16,4,41,"right",17,"deep",6,0.3348400646355,0.183322894670191,3.09699703787919
"712",2022092500,2732,53633,"Shi Smith","(2:31) B.Mayfield pass deep left to S.Smith to NO 49 for 24 yards (B.Roby).",3,3,2,"CAR","NO","CAR",27,"2:31",13,0,"C",18,24,83,"SINGLEBACK",6,0.836955547,0.894235518,0.105764482,0.029627269,-0.029627269,0.147185509,2.518375766,0,22,2,73,"left",18,"deep",6,0.344457224127837,0.446103764910707,6.49699882001732
"713",2022092500,3044,44879,"Alvin Kamara","(13:13) (No Huddle, Shotgun) J.Winston pass short middle to A.Kamara to CAR 28 for 6 yards (F.Luvu).",4,1,10,"NO","CAR","CAR",34,"13:13",13,0,"C",4,6,44,"SHOTGUN",6,0.732030332,0.848593052,0.151406948,-0.003103822,0.003103822,3.968466532,0.204525365,0,19,3,34,"middle",4,"short",2,0.447742917924188,0.612563903886867,4.68726115679601
"714",2022092500,3068,46160,"Tre'Quan Smith","(12:53) (No Huddle, Shotgun) J.Winston pass short right to T.Smith pushed ob at CAR 5 for 23 yards (S.Thompson). CAR-D.Brown was injured during the play.",4,2,4,"NO","CAR","CAR",28,"12:53",13,0,"C",15,23,38,"SHOTGUN",6,0.707524359,0.84548923,0.15451077,-0.034302764,0.034302764,4.172991897,1.630940523,0,16,3,28,"right",15,"short",8,0.739074547891505,0.273295138709823,3.07896663201973
"715",2022092500,3182,52450,"Laviska Shenault","(12:19) (Shotgun) B.Mayfield pass short left to L.Shenault for 67 yards, TOUCHDOWN.",4,2,10,"CAR","NO","CAR",33,"12:19",13,7,"C",-1,67,43,"SHOTGUN",6,0.511219025,0.795412306,0.204587694,0.112728484,-0.112728484,0.864515036,6.135484964,0,94,2,67,"left",-1,"short",68,7.07081750081852,1.09491013998438,7.80075286580541
"716",2022092500,3320,46170,"Ian Thomas","(11:19) B.Mayfield pass short right to I.Thomas to NO 31 for 4 yards (P.Werner).",4,1,10,"CAR","NO","NO",35,"11:19",19,7,"C",1,4,75,"SINGLEBACK",7,0.291272759,0.949419504,0.050580496,0.004202414,-0.004202414,3.495884692,0.001185181,0,18,2,35,"right",1,"short",3,0.448171888943762,0.821715303395814,6.20603693672456
"717",2022092501,83,46522,"Byron Pringle","(14:25) J.Fields pass short right to B.Pringle ran ob at CHI 35 for 11 yards.",1,2,11,"CHI","HOU","CHI",24,"14:25",0,0,"C",7,11,34,"I_FORM",7,0.653805017,0.573288947,0.426711053,0.043600608,-0.043600608,0.268706629,1.521087099,0,19,1,76,"right",7,"short",4,1.20368780405261,0.664639218077343,3.51312505100213
"718",2022092501,655,43396,"Chris Moore","(6:11) (Shotgun) D.Mills pass deep middle to C.Moore pushed ob at CHI 20 for 52 yards (J.Brisker).",1,3,7,"HOU","CHI","HOU",28,"6:11",10,0,"C",21,52,82,"SHOTGUN",5,0.978809059,0.824753135,0.175246865,-0.088669145,0.088669145,0.056034787,4.76031394,0,49,1,72,"middle",21,"deep",31,2.06159774214029,0.420081217966137,6.10252728805062
"719",2022092501,883,41246,"Brandin Cooks","(2:46) D.Mills pass deep middle to B.Cooks to CHI 24 for 17 yards (K.Vildor) [Ju.Jones].",1,1,10,"HOU","CHI","CHI",41,"2:46",10,7,"C",17,17,51,"I_FORM",7,0.457508057,0.57660586,0.42339414,-0.034408972,0.034408972,3.493383236,1.049181283,0,14,4,41,"middle",17,"deep",0,0,0.28995089154795,4.32299256778788
"720",2022092501,948,53518,"Nico Collins","(2:08) D.Mills pass short right to N.Collins to CHI 5 for 19 yards (E.Jackson).",1,1,10,"HOU","CHI","CHI",24,"2:08",10,7,"C",9,19,34,"I_FORM",7,0.441359907,0.542196888,0.457803112,-0.023285653,0.023285653,4.542564519,1.364461257,0,28,4,24,"right",9,"short",10,0.61525839404203,0.0735243176820644,2.53009157633642
"721",2022092501,1740,52451,"Cole Kmet","(4:06) (No Huddle, Shotgun) J.Fields pass deep left to C.Kmet to HST 27 for 24 yards (K.Grugier-Hill).",2,3,5,"CHI","HOU","CHI",49,"4:06",10,14,"C",16,24,61,"SHOTGUN",6,0.979213774,0.461474907,0.538525093,0.098853581,-0.098853581,1.362200475,2.412824732,0,23,2,51,"left",16,"deep",8,0.423120394581929,0.332487759769728,4.34670767470379
"722",2022092501,1914,46167,"Jordan Akins","(1:48) (Shotgun) D.Mills pass short right to J.Akins to HST 27 for 2 yards (K.Gordon; N.Morrow).",2,1,10,"HOU","CHI","HOU",25,"1:48",13,14,"C",-4,2,35,"EMPTY",6,0.825289845,0.470896423,0.529103577,0.017379172,-0.017379172,1.255462987,-0.49858985,0,41,1,75,"right",-4,"short",6,0.324508811347187,0.831024927451324,10.5681820963655
"723",2022092501,1938,43396,"Chris Moore","(1:22) (No Huddle, Shotgun) D.Mills pass short right to C.Moore pushed ob at HST 34 for 7 yards (R.Smith).",2,2,8,"HOU","CHI","HOU",27,"1:22",13,14,"C",2,7,37,"SHOTGUN",6,0.890662074,0.488275595,0.511724405,0.000537179,-0.000537179,0.756873136,0.136550335,0,23,1,73,"right",2,"short",5,0.441044536419213,0.481965109286604,5.24365189639502
"724",2022092501,2183,54572,"Dameon Pierce","(15:00) D.Mills pass short left to D.Pierce pushed ob at HST 37 for 12 yards (E.Jackson).",3,1,10,"HOU","CHI","HOU",25,"15:00",13,14,"C",0,12,35,"SINGLEBACK",7,0.369414955,0.476231176,0.523768824,-0.02776983,0.02776983,1.298698674,0.722735534,0,47,2,75,"left",0,"short",12,1.48247789591551,0.848794771748998,7.03330286774872
"725",2022092501,2212,46167,"Jordan Akins","(14:32) D.Mills pass short middle to J.Akins to CHI 38 for 25 yards (K.Gordon, E.Jackson).",3,1,10,"HOU","CHI","HOU",37,"14:32",13,14,"C",13,25,47,"SINGLEBACK",7,0.312870294,0.448461346,0.551538654,-0.038669061,0.038669061,2.021434208,1.668153027,0,39,1,63,"middle",13,"short",12,0.814284687396139,0.269721827737769,4.19036941044033
"726",2022092501,2419,46276,"Equanimeous St. Brown","(10:33) J.Fields pass short middle to E.St. Brown pushed ob at HST 3 for 20 yards (J.Owens).",3,1,10,"CHI","HOU","HOU",23,"10:33",13,17,"C",9,20,33,"SINGLEBACK",6,0.478507131,0.574688692,0.425311308,0.040209647,-0.040209647,4.572932522,1.621137002,0,40,2,23,"middle",9,"short",11,0.824668726767413,0.0691507622555438,3.19000586017501
"727",2022092501,2627,54572,"Dameon Pierce","(6:28) (Shotgun) D.Mills pass short right to D.Pierce to HST 46 for 9 yards (N.Morrow, Ju.Jones) [M.Pennel].",3,2,10,"HOU","CHI","HOU",37,"6:28",20,17,"C",1,9,47,"SHOTGUN",6,0.601307511,0.626617935,0.373382065,-0.021525145,0.021525145,1.651618248,0.70927817,0,43,2,63,"right",1,"short",8,1.57342185149901,0.948628405204656,5.95222944627312
"728",2022092501,2792,40138,"Rex Burkhead","(2:47) (Shotgun) D.Mills pass short right to R.Burkhead to CHI 5 for 6 yards (J.Thomas).",3,1,10,"HOU","CHI","CHI",11,"2:47",20,17,"C",1,6,99,"SHOTGUN",7,0.444458812,0.490979861,0.509020139,-0.026902687,0.026902687,5.154623958,0.262021934,0,21,1,11,"right",1,"short",5,0.823622573865578,0.938406016876181,4.68082180019701
"729",2022092501,3203,52451,"Cole Kmet","(9:56) (Shotgun) J.Fields pass short middle to C.Kmet to CHI 42 for 16 yards (J.Owens, C.Kirksey).",4,3,6,"CHI","HOU","CHI",26,"9:56",20,20,"C",12,16,36,"SHOTGUN",6,0.952087641,0.537255131,0.462744869,0.087428391,-0.087428391,0.157053302,2.104954065,0,56,3,74,"middle",12,"short",4,0.226280701346695,0.307623885539037,4.71707160101505
"730",2022092501,3250,52581,"Darnell Mooney","(9:01) J.Fields pass deep middle to D.Mooney to HST 45 for 18 yards (J.Pitre).",4,1,15,"CHI","HOU","CHI",37,"9:01",20,20,"C",17,18,47,"SINGLEBACK",6,0.742989361,0.604111314,0.395888686,0.050516255,-0.050516255,1.502354037,1.500997193,0,15,2,63,"middle",17,"deep",1,0.11067600059323,0.296975062146715,4.44879392551957
"731",2022092501,3485,40138,"Rex Burkhead","(5:51) (Shotgun) D.Mills pass short right to R.Burkhead pushed ob at HST 9 for 3 yards (J.Brisker).",4,2,13,"HOU","CHI","HOU",6,"5:51",20,20,"C",-5,3,104,"SHOTGUN",6,0.530075133,0.617745027,0.382254973,-0.004232638,0.004232638,-1.037110535,0.073451919,0,31,5,94,"right",-5,"short",8,1.15274199889973,1.31876486069371,10.5366494013433
"732",2022092501,3514,45339,"Pharaoh Brown","(5:18) (Shotgun) D.Mills pass short middle to P.Brown to HST 39 for 30 yards (K.Vildor; N.Morrow).",4,3,10,"HOU","CHI","HOU",9,"5:18",20,20,"C",15,30,101,"SHOTGUN",6,0.873089492,0.613512389,0.386487611,-0.161523663,0.161523663,-0.963658616,2.557493323,0,57,1,91,"middle",15,"short",15,0.968442515935749,0.425681425459012,6.14350622068741
"733",2022092501,3613,40138,"Rex Burkhead","(3:50) (Shotgun) D.Mills pass short middle to R.Burkhead to HST 39 for 8 yards (N.Morrow).",4,3,18,"HOU","CHI","HOU",31,"3:50",20,20,"C",3,8,79,"SHOTGUN",5,0.888897717,0.583034068,0.416965932,0.041052729,-0.041052729,-0.264993233,-0.434789638,0,35,2,69,"middle",3,"short",5,0.275733094313182,0.423218458210025,6.00307113173767
"734",2022092501,3734,53646,"Khalil Herbert","(2:00) (Shotgun) J.Fields pass short right to K.Herbert to CHI 32 for 7 yards (D.King).",4,3,16,"CHI","HOU","CHI",25,"2:00",20,20,"C",-1,7,35,"EMPTY",4,0.727105737,0.511178017,0.488821983,-0.060711503,0.060711503,-0.158902537,-0.535422916,0,32,2,75,"right",-1,"short",8,0.507549826055765,0.63641813876811,8.60420078913012
"735",2022092501,3795,41246,"Brandin Cooks","(1:42) (Shotgun) D.Mills pass short left to B.Cooks pushed ob at HST 22 for 5 yards (Ja.Jones).",4,1,10,"HOU","CHI","HOU",17,"1:42",20,20,"C",4,5,93,"SHOTGUN",6,0.473507404,0.44343102,0.55656898,-0.000258118,0.000258118,0.754810686,0.016755596,0,25,3,83,"left",4,"short",1,0.0815699885133654,0.316088383381379,4.21110620843683
"736",2022092501,3824,43396,"Chris Moore","(1:37) (Shotgun) D.Mills pass short left to C.Moore to HST 26 for 4 yards (K.Gordon).",4,2,5,"HOU","CHI","HOU",22,"1:37",20,20,"C",3,4,88,"SHOTGUN",5,0.298276424,0.443172902,0.556827098,0.016533613,-0.016533613,0.771566282,-0.196116535,0,28,2,78,"left",3,"short",1,-0.0386946275830269,0.507578460172202,4.57320025924855
"737",2022092502,413,44792,"Mo Alie-Cox","(9:46) (Shotgun) M.Ryan pass short left to M.Alie-Cox pushed ob at IND 30 for 9 yards (R.Fenton).",1,1,10,"IND","KC","IND",21,"9:46",7,0,"C",5,9,31,"SHOTGUN",6,0.482140273,0.654049091,0.345950909,0.001280565,-0.001280565,0.964870493,0.85881581,0,15,2,79,"left",5,"short",4,0.9018933782354,0.511022673042309,3.9416208487819
"738",2022092502,570,52440,"Clyde Edwards-Helaire","(6:16) (Shotgun) P.Mahomes pass short left to C.Edwards-Helaire to KC 4 for 3 yards (B.Okereke).",1,2,10,"KC","IND","KC",1,"6:16",7,0,"C",0,3,109,"SHOTGUN",6,0.548499584,0.625151604,0.374848396,0.021694954,-0.021694954,-0.821158364,-0.330955487,0,15,3,99,"left",0,"short",3,0.48674315912649,0.993987379624862,6.55315917338885
"739",2022092502,594,40011,"Travis Kelce","(5:35) (Shotgun) P.Mahomes pass short right to T.Kelce to KC 10 for 6 yards (S.Gilmore).",1,3,7,"KC","IND","KC",4,"5:35",7,0,"C",3,6,106,"SHOTGUN",6,0.978192925,0.646846559,0.353153441,0.022539012,-0.022539012,-1.152113851,-0.991517612,0,14,1,96,"right",3,"short",3,0.312127040931955,1.47238594366552,5.08458719613554
"740",2022092502,664,46173,"Nyheim Hines","(4:02) (Shotgun) M.Ryan pass short middle to N.Hines to KC 49 for 6 yards (L.Sneed).",1,2,7,"IND","KC","IND",45,"4:02",7,0,"C",-4,6,55,"SHOTGUN",7,0.57047981,0.692474905,0.307525095,0.006159313,-0.006159313,2.278241882,0.478287039,0,36,0,55,"middle",-4,"short",10,1.82392100826837,1.5561053359344,10.1280390286483
"741",2022092502,783,40011,"Travis Kelce","(1:20) (Shotgun) P.Mahomes pass short right to T.Kelce to IND 3 for 29 yards (B.Okereke).",1,3,7,"KC","IND","IND",32,"1:20",7,0,"C",15,29,42,"SHOTGUN",6,0.985386729,0.522690047,0.477309953,-0.06860584,0.06860584,2.990276874,3.126915055,0,20,2,32,"right",15,"short",14,1.19941949634813,0.207064852510639,3.1737425836036
"742",2022092502,931,46173,"Nyheim Hines","(14:23) (Shotgun) M.Ryan pass short middle to N.Hines to IND 43 for 8 yards (R.Fenton).",2,3,4,"IND","KC","IND",35,"14:23",7,6,"C",5,8,75,"SHOTGUN",5,0.92735678,0.475951403,0.524048597,0.038639441,-0.038639441,0.431405549,1.846925344,0,14,3,65,"middle",5,"short",3,0.252239557914436,0.330048105928871,4.9447421664081
"743",2022092502,955,54518,"Alec Pierce","(13:47) (Shotgun) M.Ryan pass short middle to A.Pierce to KC 40 for 17 yards (Ja.Watson).",2,1,10,"IND","KC","IND",43,"13:47",7,6,"C",14,17,67,"SHOTGUN",7,0.441111296,0.514590845,0.485409155,0.045114219,-0.045114219,2.278330894,1.086374675,0,32,3,57,"middle",14,"short",3,0.280899343895726,0.392751210379682,4.57570724721882
"744",2022092502,1001,52442,"Michael Pittman","(13:00) (Shotgun) M.Ryan pass short right to M.Pittman to KC 33 for 7 yards (D.Harris; Ja.Watson).",2,2,10,"IND","KC","KC",40,"13:00",7,6,"C",6,7,50,"SHOTGUN",7,0.576712489,0.541736007,0.458263993,0.001955576,-0.001955576,2.830373054,0.256989895,0,16,6,40,"right",-7,"short",14,2.14509164367337,1.61858194711107,11.7270473144599
"745",2022092502,1025,48118,"Ashton Dulin","(12:21) (Shotgun) M.Ryan pass short middle to A.Dulin to KC 26 for 7 yards (R.Fenton).",2,3,3,"IND","KC","KC",33,"12:21",7,6,"C",3,7,43,"SHOTGUN",6,0.881105006,0.543691583,0.456308417,0.02505498,-0.02505498,3.087362949,1.141571852,0,56,4,33,"middle",3,"short",4,0.320667648222297,0.405274942093377,5.63179954199586
"746",2022092502,1156,47839,"Mecole Hardman","(9:35) (Shotgun) P.Mahomes pass short middle to M.Hardman to KC 17 for 2 yards (I.Rodgers).",2,1,10,"KC","IND","KC",15,"9:35",10,6,"C",-3,2,25,"SHOTGUN",6,0.520752132,0.521528713,0.478471287,0.005932841,-0.005932841,0.629354278,-0.308288203,0,45,1,85,"middle",-3,"short",5,0.664858223637566,1.27431321033065,9.91614107188798
"747",2022092502,1180,46243,"Marquez Valdes-Scantling","(8:57) (Shotgun) P.Mahomes pass short right to M.Valdes-Scantling to KC 26 for 9 yards (Z.Franklin). IND-J.Blackmon was injured during the play. His return is Questionable.",2,2,8,"KC","IND","KC",17,"8:57",10,6,"C",4,9,27,"SHOTGUN",6,0.745305896,0.527461555,0.472538445,-0.017072663,0.017072663,0.321066075,0.989019197,0,16,5,83,"right",4,"short",5,1.3291251831688,0.727866201215708,4.24069749963382
"748",2022092502,1325,44874,"JuJu Smith-Schuster","(6:24) (Shotgun) P.Mahomes pass short left to J.Smith-Schuster pushed ob at IND 49 for 7 yards (S.Gilmore).",2,2,6,"KC","IND","KC",44,"6:24",10,6,"C",4,7,54,"SHOTGUN",6,0.58650732,0.507336762,0.492663238,-0.02925631,0.02925631,2.10380857,0.710931887,0,19,3,56,"left",4,"short",3,0.786458407761529,0.755511145373381,4.89203684980748
"749",2022092502,1519,44874,"JuJu Smith-Schuster","(3:23) (Shotgun) P.Mahomes pass short left to J.Smith-Schuster to IND 11 for 10 yards (Z.Franklin).",2,1,10,"KC","IND","IND",21,"3:23",10,6,"C",6,10,89,"SHOTGUN",6,0.513533413,0.433016036,0.566983964,-0.018127162,0.018127162,4.158221958,0.530029919,0,14,3,21,"left",6,"short",4,0.0885667777620256,0.328138241003389,3.23508034794941
"750",2022092502,1543,52440,"Clyde Edwards-Helaire","(2:48) (Shotgun) P.Mahomes pass short middle to C.Edwards-Helaire to IND 2 for 9 yards (B.Okereke, Z.Franklin).",2,1,10,"KC","IND","IND",11,"2:48",10,6,"C",5,9,99,"SHOTGUN",6,0.516254365,0.414888874,0.585111126,-0.028789662,0.028789662,4.688251876,1.095891917,0,19,4,11,"middle",5,"short",4,0.810123149072751,0.597836429888071,2.68091320095118
